"","US","Spain","Italy","France","Germany","China","United Kingdom","Iran","Turkey","Belgium","Switzerland","Netherlands","Canada","Brazil","Portugal","Austria","Russia","Korea, South","Israel","Sweden","Ireland","India","Ecuador","Chile","Norway","Australia","Denmark","Poland","Peru","Czechia","Japan","Romania","Pakistan","Malaysia","Philippines","Saudi Arabia","Indonesia","Mexico","United Arab Emirates","Luxembourg","Serbia","Finland","Panama","Dominican Republic","Qatar","Colombia","Thailand","Ukraine","Singapore","Greece","South Africa","Belarus","Argentina","Egypt","Algeria","Iceland","Croatia","Morocco","Moldova","New Zealand","Iraq","Estonia","Hungary","Slovenia","Lithuania","Kuwait","Azerbaijan","Armenia","Bahrain","Bosnia and Herzegovina","Cameroon","Kazakhstan","Slovakia","Diamond Princess","North Macedonia","Tunisia","Bulgaria","Uzbekistan","Latvia","Lebanon","Andorra","Cyprus","Cuba","Costa Rica","Afghanistan","Oman","Uruguay","Cote d'Ivoire","Burkina Faso","Niger","Bangladesh","Albania","Honduras","Taiwan*","Ghana","Jordan","Malta","San Marino","Mauritius","Nigeria","Kyrgyzstan","Bolivia","West Bank and Gaza","Senegal","Vietnam","Montenegro","Kosovo","Georgia","Congo (Kinshasa)","Guinea","Sri Lanka","Kenya","Venezuela","Djibouti","Brunei","Paraguay","Guatemala","Cambodia","Rwanda","El Salvador","Trinidad and Tobago","Madagascar","Monaco","Mali","Liechtenstein","Togo","Barbados","Ethiopia","Jamaica","Congo (Brazzaville)","Uganda","Gabon","Bahamas","Zambia","Guyana","Liberia","Guinea-Bissau","Benin","Eritrea","Tanzania","Haiti","Burma","Libya","Somalia","Mozambique","Angola","Antigua and Barbuda","Maldives","Syria","Equatorial Guinea","Sudan","Dominica","Fiji","Laos","Mongolia","Namibia","Saint Lucia","Grenada","Botswana","Zimbabwe","Eswatini","Saint Kitts and Nevis","Saint Vincent and the Grenadines","Chad","Seychelles","Belize","Suriname","Malawi","MS Zaandam","Nepal","Central African Republic","Holy See","Sierra Leone","Cabo Verde","Mauritania","Nicaragua","Bhutan","Gambia","Sao Tome and Principe","South Sudan","Western Sahara","Burundi","Papua New Guinea","Timor-Leste","Yemen"
"3/19/20","13747","17963","41035","10970","15320","81156","2716","18407","192","1795","4075","2467","800","621","785","2013","199","8565","427","1439","557","194","199","238","1746","681","1225","355","234","694","924","277","454","900","217","274","311","118","140","335","103","400","109","34","460","102","272","16","345","418","150","51","97","256","87","330","105","63","49","28","192","267","73","286","36","148","44","115","278","63","13","44","123","712","48","39","94","23","86","157","53","67","11","69","22","48","79","9","33","0","17","64","12","108","11","69","53","119","3","8","3","12","44","31","85","3","0","40","14","1","60","7","42","1","75","11","9","37","8","1","9","0","7","0","28","1","5","6","15","3","0","1","3","2","7","2","0","2","0","6","0","0","0","1","0","0","1","13","0","6","2","0","1","0","6","3","2","0","0","0","1","0","1","1","6","0","1","0","0","1","1","1","0","0","2","1","1","1","0","0","0","0","0","0","0"
"3/20/20","19273","20410","47021","12758","19848","81250","4014","19644","359","2257","5294","3003","943","793","1020","2388","253","8652","529","1639","683","244","367","434","1914","791","1337","425","234","833","963","308","501","1030","230","344","369","164","140","484","135","450","137","72","470","128","322","29","385","495","202","69","128","285","90","409","128","77","66","39","208","283","85","341","49","159","44","136","285","89","20","49","137","712","67","54","127","33","111","163","75","67","16","89","24","48","94","9","40","1","20","70","24","135","16","85","64","144","12","12","6","15","47","38","91","14","0","43","18","1","73","7","42","1","78","13","12","51","17","1","9","3","11","0","28","9","5","9","16","3","0","3","3","2","7","2","0","2","0","6","2","0","0","1","0","1","1","13","0","6","2","0","1","0","6","3","2","0","0","1","1","0","1","1","7","0","4","0","0","1","3","1","0","1","2","1","2","1","0","0","0","0","1","0","0"
"3/21/20","25600","25374","53578","14463","22213","81305","5067","20610","670","2815","6575","3640","1277","1021","1280","2814","306","8799","712","1763","785","330","506","537","2118","1071","1420","536","318","995","1007","367","730","1183","307","392","450","203","153","670","171","523","200","112","481","196","411","47","432","530","240","76","158","294","139","473","206","96","80","52","214","306","103","383","83","176","53","160","305","93","27","53","178","712","85","60","163","43","124","187","88","84","21","117","24","52","110","14","64","1","25","76","24","153","19","85","73","144","14","22","14","19","48","47","94","14","0","49","23","2","77","7","70","1","83","18","17","53","17","3","49","3","11","0","37","16","6","9","16","3","1","4","4","2","7","3","0","2","1","6","2","0","0","1","0","2","1","13","0","6","2","0","1","0","10","3","2","0","0","3","1","0","1","1","7","0","4","0","0","1","3","1","0","3","2","2","2","1","0","0","0","0","1","0","0"
"3/22/20","33276","28768","59138","16243","24873","81435","5745","21638","1236","3401","7474","4217","1469","1546","1600","3582","367","8961","883","1934","906","396","789","632","2385","1549","1514","634","363","1120","1101","433","776","1306","380","511","514","251","153","798","222","626","313","202","494","231","599","73","455","624","274","76","266","327","201","568","254","115","94","102","233","326","131","414","143","188","65","194","334","126","40","60","185","712","115","75","187","43","139","248","113","95","35","134","40","55","158","14","75","2","27","89","26","169","23","112","90","175","28","30","14","24","52","67","113","21","0","54","30","2","82","15","70","1","88","22","19","84","19","3","50","3","23","0","37","16","14","11","19","3","1","5","4","3","19","3","0","2","1","12","2","0","0","1","1","2","1","13","1","6","2","1","2","0","10","3","2","1","0","3","4","0","1","1","7","0","5","0","0","1","3","1","0","3","2","2","2","1","0","0","0","0","1","1","0"
"3/23/20","43847","35136","63927","20123","29056","81498","6726","23049","1529","3743","8795","4764","2088","1924","2060","4474","438","8961","1071","2046","1125","499","981","746","2621","1682","1572","749","395","1236","1128","576","875","1518","462","562","579","316","198","875","249","700","345","245","501","277","721","73","509","695","402","81","301","366","230","588","315","143","109","102","266","352","167","442","179","189","72","235","377","136","56","62","186","712","136","89","201","46","180","267","133","116","40","158","40","66","162","25","99","3","33","104","30","195","27","127","107","187","36","40","16","27","59","79","123","27","0","61","36","4","97","16","77","3","91","22","20","87","36","3","51","12","23","0","51","18","17","11","19","4","9","5","4","3","20","3","0","5","1","12","6","0","0","1","1","3","3","13","1","9","2","2","3","0","10","4","3","1","0","3","4","0","1","1","7","1","5","0","0","2","3","1","0","3","2","2","2","2","0","0","0","0","1","1","0"
"3/24/20","53740","39885","69176","22622","32986","81591","8164","24811","1872","4269","9877","5580","2790","2247","2362","5283","495","9037","1238","2286","1329","536","1082","922","2863","2044","1718","901","416","1394","1193","794","972","1624","552","767","686","367","248","1099","303","792","345","312","526","378","827","97","558","743","554","81","387","402","264","648","382","170","125","155","316","369","187","480","209","191","87","249","392","166","66","72","204","712","148","114","218","50","197","318","164","124","48","177","74","84","162","73","114","3","39","123","30","215","53","154","110","187","42","44","42","29","59","86","134","47","0","70","45","4","102","25","84","3","104","27","21","91","40","5","57","17","23","0","51","20","18","12","21","4","9","6","5","3","5","3","0","6","1","12","7","0","1","1","3","3","3","13","1","9","3","2","4","2","10","7","3","1","0","3","4","0","1","3","7","1","7","0","0","2","3","4","0","3","2","2","2","3","0","0","0","0","1","1","0"
"3/25/20","65778","49515","74386","25600","37323","81661","9640","27017","2433","4937","10897","6438","3251","2554","2995","5588","658","9137","2369","2526","1564","657","1173","1142","3084","2364","1862","1051","480","1654","1307","906","1063","1796","636","900","790","405","333","1333","384","880","443","392","537","470","934","145","631","821","709","86","387","456","302","737","442","225","149","205","346","404","226","528","274","195","93","265","419","176","75","81","216","712","177","173","242","60","221","333","188","132","57","201","84","99","189","80","146","7","39","146","36","235","93","172","129","208","48","51","44","32","59","99","141","52","0","75","48","4","102","28","91","11","109","37","24","96","41","9","60","19","31","2","51","23","18","12","26","4","14","6","5","12","5","3","2","6","4","12","8","0","1","1","5","3","3","13","5","9","3","7","5","3","10","7","3","1","0","3","4","2","1","3","7","2","8","0","0","3","3","4","0","4","2","2","2","3","0","0","0","0","1","1","0"
"3/26/20","83836","57786","80589","29551","43938","81782","11812","29406","3629","6235","11811","7468","4042","2985","3544","6909","840","9241","2693","2840","1819","727","1403","1306","3369","2810","2023","1221","580","1925","1387","1029","1201","2031","707","1012","893","475","333","1453","384","958","558","488","549","491","1045","196","683","892","927","86","502","495","367","802","495","275","177","283","382","538","261","562","299","208","122","290","458","191","75","111","226","712","201","197","264","75","244","368","224","146","67","231","94","109","217","96","152","10","44","174","52","252","132","212","134","208","81","65","44","43","84","105","153","69","71","79","51","4","106","31","107","11","114","41","25","96","50","13","65","23","33","4","56","23","18","12","26","4","14","7","9","16","5","3","2","6","6","13","8","0","1","2","7","4","7","13","5","12","3","11","5","6","11","8","3","7","0","3","6","2","1","3","7","2","8","0","0","3","3","4","0","4","3","2","2","3","0","0","0","0","1","1","0"
"3/27/20","101657","65719","86498","33402","50871","81897","14745","32332","5698","7284","12928","8647","4682","3417","4268","7657","1036","9332","3035","3069","2121","887","1595","1610","3755","3143","2200","1389","635","2279","1468","1292","1373","2161","803","1104","1046","585","405","1605","457","1041","674","581","562","539","1136","310","732","966","1170","94","589","536","409","890","586","345","199","368","458","575","300","632","358","225","165","329","466","237","91","150","269","712","219","227","293","88","280","391","267","162","80","263","110","131","238","101","180","10","48","186","68","267","137","235","139","223","94","70","58","61","91","119","163","82","86","83","51","8","106","31","107","12","115","52","28","99","54","13","66","26","42","11","56","25","24","16","26","4","23","7","10","22","5","3","2","6","6","13","8","8","1","3","7","4","7","16","5","12","3","11","5","6","11","8","3","7","0","5","9","2","1","3","7","2","8","0","0","4","3","4","0","5","3","2","3","3","0","0","0","0","1","1","0"
"3/28/20","121465","73235","92472","38105","57695","81999","17312","35408","7402","9134","14076","9819","5576","3904","5170","8271","1264","9478","3619","3447","2415","987","1823","1909","4015","3640","2366","1638","671","2631","1693","1452","1495","2320","1075","1203","1155","717","468","1831","659","1167","786","719","590","608","1245","356","802","1061","1187","94","690","576","454","963","657","402","231","451","506","645","343","684","394","235","182","407","476","258","91","228","292","712","241","278","331","104","305","412","308","179","119","295","110","152","274","101","207","10","48","197","95","283","141","246","149","224","102","89","58","74","98","130","174","84","91","90","65","8","113","38","119","14","120","56","34","99","60","19","74","26","42","18","56","25","26","16","30","4","30","7","10","28","8","3","2","6","6","14","8","8","3","3","8","5","7","16","5","12","5","11","5","8","12","8","3","7","0","7","9","2","1","3","8","2","8","0","2","5","3","6","0","5","5","4","3","3","0","0","0","0","1","1","0"
"3/29/20","140909","80110","97689","40708","62095","82122","19780","38309","9217","10836","14829","10930","6280","4256","5962","8788","1534","9583","4247","3700","2615","1024","1924","2139","4284","3984","2564","1862","852","2817","1866","1815","1597","2470","1418","1299","1285","848","570","1950","741","1240","901","859","634","702","1388","475","844","1156","1280","94","745","609","511","1020","713","479","263","514","547","679","408","730","460","255","209","424","499","323","139","284","314","712","259","312","346","144","347","438","334","214","139","314","120","167","304","165","222","18","48","212","110","298","152","259","151","224","107","111","84","81","109","142","188","85","94","91","65","16","117","42","119","18","126","59","34","103","70","24","78","39","46","18","56","25","33","21","32","19","33","7","11","29","8","3","2","6","12","14","15","10","8","3","8","7","7","17","9","12","6","11","5","8","12","11","9","9","0","7","9","2","1","3","8","2","8","0","2","5","3","6","0","6","5","4","4","4","0","0","0","0","1","1","0"
"3/30/20","161831","87956","101739","45170","66885","82198","22453","41495","10827","11899","15922","11817","7398","4579","6408","9618","1836","9661","4695","4028","2910","1251","1962","2449","4445","4361","2755","2055","950","3001","1866","2109","1717","2626","1546","1453","1414","993","611","1988","785","1352","989","901","693","798","1524","548","879","1212","1326","152","820","656","584","1086","790","556","298","589","630","715","447","756","491","266","273","482","515","368","139","302","336","712","285","312","359","149","376","446","370","230","170","330","170","179","310","168","246","27","49","223","139","306","152","268","156","230","128","131","94","97","116","162","203","91","94","103","81","22","122","50","135","18","127","64","36","107","70","30","82","43","49","25","62","30","33","23","36","19","33","7","14","35","8","3","8","6","12","19","15","14","8","3","8","7","7","17","10","12","6","11","5","8","12","11","9","9","3","7","9","7","1","5","8","3","8","0","2","5","3","6","0","6","5","4","4","4","0","0","0","0","1","1","0"
"3/31/20","188172","95923","105792","52827","71808","82279","25481","44605","13531","12775","16605","12667","8527","5717","7443","10180","2337","9786","5358","4435","3235","1397","2240","2738","4641","4559","3039","2311","1065","3308","1953","2245","1938","2766","2084","1563","1528","1094","664","2178","900","1418","1181","1109","781","906","1651","645","926","1314","1353","152","1054","710","716","1135","867","617","353","647","694","745","492","802","537","289","298","532","567","420","193","343","363","712","329","394","399","172","398","470","376","262","186","347","174","192","338","179","261","27","51","243","141","322","161","274","169","236","143","135","107","107","119","175","212","109","112","110","98","22","143","59","135","30","129","65","38","109","75","32","87","57","52","28","68","34","34","26","36","19","44","16","14","35","12","3","8","9","15","19","15","15","10","5","8","7","7","18","10","12","7","12","5","9","12","11","13","9","4","8","9","8","1","7","10","3","9","0","2","5","3","6","1","6","6","5","4","4","0","0","0","2","1","1","0"
"4/1/20","213372","104118","110574","57749","77872","82361","29865","47593","15679","13964","17768","13696","9560","6836","8251","10711","2777","9887","6092","4947","3447","1998","2748","3031","4863","4862","3290","2554","1323","3508","2178","2460","2118","2908","2311","1720","1677","1215","814","2319","1060","1446","1181","1284","835","1065","1771","794","1000","1415","1380","163","1054","779","847","1220","963","654","423","708","728","779","525","841","581","317","359","571","569","459","233","380","400","712","354","423","422","181","446","479","390","320","212","375","237","210","338","190","282","74","54","259","172","329","195","278","188","236","161","174","111","115","134","190","218","123","125","117","109","30","146","81","143","33","131","69","39","109","82","32","90","57","55","31","68","36","34","29","44","19","44","18","21","36","19","6","9","13","15","20","16","15","10","5","10","8","7","19","10","15","7","12","5","10","14","14","13","9","4","8","9","8","1","7","10","3","10","0","9","5","3","6","2","6","6","5","4","4","0","0","0","2","1","1","0"
"4/2/20","243762","112065","115242","59929","84794","82432","34173","50468","18135","15348","18827","14788","11284","8044","9034","11129","3548","9976","6857","5568","3849","2543","3163","3404","5147","5116","3573","2946","1414","3858","2495","2738","2421","3116","2633","1885","1790","1378","1024","2487","1171","1518","1317","1380","949","1161","1875","897","1049","1544","1462","304","1133","865","986","1319","1011","708","505","797","772","858","585","897","649","342","400","663","643","533","306","435","426","712","384","455","457","205","458","494","428","356","233","396","273","231","350","194","288","98","56","277","219","339","204","299","196","245","169","184","116","123","161","195","233","144","125","134","134","52","151","110","146","40","133","77","47","110","84","41","94","59","60","36","75","39","46","29","47","22","45","21","24","39","19","6","9","13","22","20","16","20","11","5","10","8","9","19","16","15","8","12","7","10","14","14","13","10","4","9","9","9","2","8","10","3","10","3","9","6","3","7","2","6","6","5","5","4","0","0","0","3","1","1","0"
"4/3/20","275586","119199","119827","65202","91159","82511","38689","53183","20921","16770","19606","15821","12437","9056","9886","11524","4149","10062","7428","6131","4273","2567","3368","3737","5370","5330","3946","3383","1595","4091","2617","3183","2686","3333","3018","2039","1986","1510","1264","2612","1476","1615","1475","1488","1075","1267","1978","1072","1114","1613","1505","351","1265","985","1171","1364","1079","791","591","868","820","961","623","934","696","417","443","736","672","579","509","464","450","712","430","495","485","227","493","508","439","396","269","416","281","252","369","218","302","120","61","304","222","348","205","310","202","245","186","210","130","132","194","207","237","174","126","155","134","73","159","122","153","49","134","92","50","114","89","46","98","70","64","39","75","40","51","35","47","22","48","21","24","39","23","7","15","16","22","20","18","20","11","7","10","8","15","19","16","16","10","12","7","10","14","14","13","12","4","9","9","9","3","8","10","4","10","3","9","6","8","7","2","6","6","5","5","4","0","0","0","3","1","1","0"
"4/4/20","308853","126168","124632","90848","96092","82543","42477","55743","23934","18431","20505","16727","12978","10360","10524","11781","4731","10156","7851","6443","4604","3082","3465","4161","5550","5550","4269","3627","1746","4472","3139","3613","2818","3483","3094","2179","2092","1688","1505","2729","1624","1882","1673","1488","1325","1406","2067","1225","1189","1673","1585","440","1451","1070","1251","1417","1126","919","752","950","878","1039","678","977","771","479","521","770","688","624","555","531","471","712","483","553","503","266","509","520","466","426","288","435","299","277","400","245","318","144","70","333","264","355","205","323","213","259","196","214","144","139","217","219","240","201","135","162","154","111","166","126","155","50","135","96","61","114","102","56","103","70","66","41","77","41","52","38","53","22","48","21","28","39","23","10","18","16","29","20","20","21","18","7","10","10","15","19","16","16","10","14","12","10","14","14","14","12","4","9","9","9","7","9","10","4","10","4","9","9","8","7","4","7","6","5","5","4","0","0","0","3","1","1","0"
"4/5/20","337072","131646","128948","93773","100123","82602","48436","58226","27069","19691","21100","17953","15756","11130","11278","12051","5389","10237","8430","6830","4994","3588","3646","4471","5687","5687","4561","4102","2281","4587","3139","3864","3157","3662","3246","2402","2273","1890","1799","2804","1908","1927","1801","1745","1604","1485","2169","1308","1309","1735","1655","562","1451","1173","1320","1486","1182","1021","864","1039","961","1097","733","997","811","556","584","822","700","654","650","584","485","712","555","574","531","342","533","527","501","446","320","454","349","298","400","261","345","184","88","361","268","363","214","345","227","266","227","232","147","157","237","222","241","214","145","174","154","121","176","142","159","59","135","104","61","114","104","62","104","72","73","45","77","44","56","43","58","45","52","21","28","39","24","13","18","22","29","22","21","21","18","7","10","14","15","19","19","16","12","14","12","11","14","16","14","12","6","9","9","10","7","9","10","5","10","4","9","9","8","7","6","7","6","6","5","4","0","1","4","3","1","1","0"
"4/6/20","366667","136675","132547","98963","103374","82665","52279","60500","30217","20814","21657","18926","16563","12161","11730","12297","6343","10284","8904","7206","5364","4778","3747","4815","5865","5797","4875","4413","2561","4822","3654","4057","3766","3793","3660","2605","2491","2143","2076","2843","2200","2176","1988","1828","1832","1579","2220","1319","1375","1755","1686","700","1554","1322","1423","1562","1222","1120","965","1106","1031","1108","744","1021","843","665","641","833","756","674","658","662","534","712","570","596","549","457","542","541","525","465","350","467","367","331","406","323","364","253","123","377","298","373","214","349","241","266","244","238","216","183","254","226","245","233","145","188","161","128","178","158","165","90","135","113","70","114","105","69","105","82","77","47","77","58","60","44","58","45","52","24","29","39","31","14","18","26","31","24","24","22","19","7","10","16","15","19","19","16","12","15","14","12","15","16","14","12","6","10","10","10","7","9","11","7","10","5","9","9","8","7","6","7","6","6","5","4","4","1","4","3","2","1","0"
"4/7/20","396223","141942","135586","110065","107663","82718","55949","62589","34109","22194","22253","19709","17872","14034","12442","12639","7497","10331","9248","7693","5709","5311","3747","5116","6086","5895","5266","4848","2954","5017","3906","4417","4035","3963","3764","2795","2738","2439","2359","2970","2447","2308","2100","1956","2057","1780","2258","1462","1481","1832","1749","861","1628","1450","1468","1586","1282","1184","1056","1160","1122","1149","817","1059","880","743","717","853","811","764","658","697","581","712","599","623","577","520","548","548","545","494","396","483","423","371","424","349","384","278","164","383","305","376","287","353","293","279","268","254","228","194","261","237","249","241","170","196","180","144","185","172","165","90","135","115","77","115","105","78","107","88","79","56","78","65","63","52","63","45","52","30","33","39","33","14","33","26","31","24","25","22","20","8","10","17","19","19","19","16","14","15","15","14","15","16","14","12","6","11","10","11","8","10","11","7","10","8","9","9","8","7","6","7","6","6","5","4","4","2","4","3","2","1","0"
"4/8/20","429052","148220","139422","113959","113296","82809","61474","64586","38226","23403","23280","20682","19141","16170","13141","12942","8672","10384","9404","8419","6074","5916","4450","5546","6086","6010","5597","5205","4342","5312","4257","4761","4263","4119","3870","2932","2956","2785","2659","3034","2666","2487","2249","2111","2210","2054","2369","1668","1623","1884","1845","1066","1715","1560","1572","1616","1343","1275","1174","1210","1202","1185","895","1091","912","855","822","881","823","804","730","727","682","712","617","628","593","545","577","576","564","526","457","502","444","419","424","384","414","342","218","400","312","379","313","358","299","279","273","276","270","210","263","244","251","248","184","211","180","164","189","179","167","135","135","119","87","117","110","93","107","93","81","59","78","70","63","55","63","45","53","34","40","39","37","31","33","26","33","25","27","22","21","12","17","19","19","19","19","18","14","15","15","15","16","16","14","12","6","11","12","11","8","10","11","8","10","8","9","9","8","8","7","7","6","6","5","4","4","2","4","3","2","1","0"
"4/9/20","461437","153222","143626","118781","118181","82883","65872","66220","42282","24983","24051","21903","20654","18092","13956","13244","10131","10423","9968","9141","6574","6725","4965","5972","6211","6108","5830","5575","5256","5569","4667","5202","4489","4228","4076","3287","3293","3181","2990","3115","2867","2605","2528","2349","2376","2223","2423","1892","1910","1955","1934","1486","1795","1699","1666","1648","1407","1374","1289","1239","1232","1207","980","1124","955","910","926","921","887","858","730","781","701","712","663","643","618","582","589","582","583","564","515","539","484","457","456","444","443","410","330","409","343","380","378","372","337","333","314","288","280","264","263","250","255","252","184","218","180","194","190","184","171","135","135","124","95","119","110","103","109","93","84","74","78","73","66","56","63","60","53","44","41","39","37","31","36","26","33","25","30","23","24","12","17","19","19","19","19","18","15","15","15","16","16","16","14","12","13","11","12","11","12","11","11","9","10","8","9","9","8","8","7","7","7","7","5","4","4","3","4","3","2","1","0"
"4/10/20","496535","158273","147577","125931","122171","82941","74605","68192","47029","26667","24551","23249","22059","19638","15472","13555","11917","10450","10408","9685","8089","7598","7161","6501","6314","6215","6014","5955","5897","5732","5530","5467","4695","4346","4195","3651","3512","3441","3360","3223","3105","2769","2752","2620","2512","2473","2473","2203","2108","2011","2003","1981","1975","1794","1761","1675","1495","1448","1438","1283","1279","1258","1190","1160","999","993","991","937","925","901","820","812","715","712","711","671","635","624","612","609","601","595","564","558","521","484","473","444","443","438","424","416","382","382","378","372","350","344","318","305","298","268","267","265","257","255","250","234","215","212","190","189","171","150","136","129","126","119","118","117","109","93","90","87","79","76","67","65","63","60","53","44","42","40","37","37","36","35","34","32","31","27","24","21","20","19","19","19","19","18","17","16","16","16","16","16","15","14","13","13","12","12","12","11","11","10","10","9","9","9","8","8","8","7","7","7","5","4","4","4","4","3","2","2","1"
